16 Bit ADC acqisition competed 1.1.2010 at 3:08:32

Multichannel modes: 4 Channels;
Time resolution = 0,02 ms.;
Triger position = 2,56 ms.;
Samples before = 128 smpl.;  Samples after = 16256 smpl.;
Kv VHX = 5;
Kv VHY = 5;
Kv VHZ = 5;
Kv VCX, Kv VCY, Kv VCZ =  30;
Reference Channal = 1: REF

1 column: Dot, mSec;
2 column: REF, mV;
3 column: VHX, mT;
4 column: VHY, mT;
5 column: VHZ, mT;

0,02;	 0.000;	-0.282;	-4.013;	 1.188;
9,32;	 0.000;	-0.022;	-4.863;	 1.958;
9,34;	 0.000;	 0.865;	-4.279;	 1.243;
9,36;	 0.000;	 0.604;	-4.597;	 1.683;
9,38;	 0.000;	 0.448;	-4.544;	 1.518;
9,4;	 0.000;	 0.396;	-4.226;	 1.134;
9,42;	 0.000;	 0.448;	-4.544;	 1.353;
9,44;	 0.000;	 0.656;	-4.173;	 0.914;
9,46;	 0.000;	 0.552;	-4.544;	 1.793;
9,48;	 0.000;	 0.500;	-4.491;	 1.903;
9,5;	 0.000;	 0.396;	-4.544;	 1.848;
9,52;	 0.000;	 0.448;	-4.332;	 1.683;
9,54;	 0.000;	 0.396;	-4.597;	 1.848;
9,56;	 0.000;	 0.500;	-3.907;	 1.463;
9,58;	 0.000;	 0.396;	-4.650;	 1.628;
9,6;	 0.000;	 0.396;	-4.119;	 1.463;
9,62;	 0.000;	 0.552;	-4.119;	 1.573;
9,64;	 0.000;	 0.187;	-5.022;	 1.903;
9,66;	 0.000;	 0.239;	-4.650;	 1.463;
9,68;	 0.000;	 0.500;	-4.703;	 1.683;
9,7;	 0.000;	 0.917;	-4.066;	 1.298;
9,72;	 0.000;	 0.709;	-4.757;	 1.573;
9,74;	 0.000;	 0.656;	-4.332;	 1.738;
9,76;	 0.000;	 0.761;	-4.332;	 1.353;
9,78;	 0.000;	 0.656;	-4.385;	 1.518;
9,8;	 0.000;	 0.813;	-4.597;	 1.573;
9,82;	 0.000;	 0.709;	-4.066;	 1.518;
9,84;	 0.000;	 0.552;	-4.013;	 1.573;
9,86;	 0.000;	 0.187;	-4.385;	 1.628;
9,88;	 0.000;	 0.500;	-4.066;	 1.298;
9,9;	 0.000;	 0.448;	-4.438;	 1.573;
9,92;	 0.000;	 0.604;	-4.544;	 1.573;
9,94;	 0.000;	 0.343;	-4.438;	 1.408;
9,96;	 0.000;	 0.761;	-4.438;	 1.353;
9,98;	 0.000;	 1.021;	-4.226;	 0.969;
10;	 0.000;	 0.604;	-4.226;	 1.408;
10,02;	 0.000;	 0.709;	-4.491;	 1.463;
10,04;	 0.000;	 0.552;	-4.491;	 1.408;
10,06;	 0.000;	 0.917;	-4.173;	 0.584;
10,08;	 0.000;	 1.126;	-4.332;	 1.024;
10,1;	 0.000;	 0.604;	-4.650;	 1.408;
10,12;	 0.000;	 0.604;	-4.385;	 1.573;
10,14;	 0.000;	 0.917;	-4.279;	 1.298;
10,16;	 0.000;	 0.865;	-4.226;	 0.969;
10,18;	 0.000;	 0.656;	-4.332;	 1.298;
10,2;	 0.000;	 0.448;	-4.385;	 1.298;
10,22;	 0.000;	 0.604;	-4.226;	 1.188;
10,24;	 0.000;	 0.448;	-4.173;	 1.134;
10,26;	 0.000;	 0.761;	-4.332;	 1.024;
10,28;	 0.000;	 0.448;	-4.544;	 1.518;
10,3;	 0.000;	 0.135;	-4.491;	 1.463;
10,32;	 0.000;	 0.709;	-4.279;	 1.463;
10,34;	 0.000;	 0.865;	-3.907;	 1.079;
10,36;	 0.000;	 0.761;	-4.279;	 1.188;
10,38;	 0.000;	 0.917;	-4.279;	 1.243;
10,4;	 0.000;	 0.865;	-4.544;	 0.914;
10,42;	 0.000;	 0.761;	-4.385;	 1.134;
10,44;	 0.000;	 0.604;	-4.544;	 1.134;
10,46;	 0.000;	 0.396;	-4.703;	 1.353;
10,48;	 0.000;	 0.396;	-4.703;	 1.353;
10,5;	 0.000;	 0.448;	-4.703;	 1.573;
10,52;	 0.000;	 0.709;	-4.703;	 1.683;
10,54;	 0.000;	 0.343;	-4.226;	 1.573;
10,56;	 0.000;	 0.396;	-4.438;	 1.518;
10,58;	 0.000;	 0.709;	-4.066;	 0.969;
10,6;	 0.000;	 0.396;	-4.757;	 1.518;
10,62;	 0.000;	 0.604;	-4.332;	 1.463;
10,64;	 0.000;	 0.396;	-4.597;	 1.628;
10,66;	 0.000;	 0.761;	-4.650;	 1.573;
10,68;	 0.000;	 0.761;	-4.597;	 1.134;
10,7;	 0.000;	 0.343;	-4.863;	 1.628;
10,72;	 0.000;	 0.343;	-4.597;	 0.969;
10,74;	 0.000;	 0.761;	-5.075;	 1.793;
10,76;	 0.000;	 1.126;	-4.173;	 1.188;
10,78;	 0.000;	 0.500;	-4.438;	 0.914;
10,8;	 0.000;	 0.709;	-4.385;	 1.408;
10,82;	 0.000;	 0.917;	-4.279;	 1.079;
10,84;	 0.000;	 0.813;	-4.597;	 1.408;
10,86;	 0.000;	 0.187;	-4.491;	 1.573;
10,88;	 0.000;	 0.761;	-4.173;	 1.353;
10,9;	 0.000;	 0.187;	-4.757;	 1.738;
10,92;	 0.000;	 0.604;	-3.854;	 1.134;
10,94;	 0.000;	 0.448;	-4.066;	 1.683;
10,96;	 0.000;	 0.343;	-4.332;	 1.298;
10,98;	 0.000;	 0.761;	-4.332;	 0.969;
11;	 0.000;	 0.448;	-4.332;	 1.024;
11,02;	 0.000;	 0.552;	-4.438;	 1.298;
11,04;	 0.000;	 0.709;	-4.385;	 1.134;
11,06;	 0.000;	 0.865;	-4.279;	 1.188;
11,08;	 0.000;	 0.813;	-4.757;	 1.573;
11,1;	 0.000;	 0.761;	-4.491;	 0.969;
11,12;	 0.000;	 1.074;	-3.907;	 1.243;
11,14;	 0.000;	 0.552;	-4.438;	 1.628;
11,16;	 0.000;	 0.813;	-4.385;	 1.188;
11,18;	 0.000;	 0.187;	-4.757;	 1.793;
11,2;	 0.000;	 0.761;	-4.597;	 1.573;
11,22;	 0.000;	 0.709;	-4.119;	 1.243;
11,24;	 0.000;	 0.709;	-4.491;	 1.573;
11,26;	 0.000;	 0.604;	-4.332;	 1.408;
11,28;	 0.000;	 0.135;	-4.597;	 1.518;
11,3;	 0.000;	 0.343;	-4.438;	 1.573;
11,32;	 0.000;	 0.396;	-4.810;	 1.628;
11,34;	 0.000;	 0.448;	-4.226;	 1.134;
11,36;	 0.000;	 0.187;	-4.916;	 1.958;
11,38;	 0.000;	 0.396;	-4.703;	 1.134;
11,4;	 0.000;	 0.604;	-4.491;	 1.024;
11,42;	 0.000;	 0.291;	-4.597;	 1.079;
11,44;	 0.000;	 0.552;	-4.332;	 1.408;
11,46;	 0.000;	 0.604;	-4.332;	 1.793;
11,48;	 0.000;	 0.969;	-4.491;	 1.463;
11,5;	 0.000;	 0.500;	-4.597;	 1.628;
11,52;	 0.000;	 0.604;	-4.173;	 1.408;
11,54;	 0.000;	 0.239;	-4.226;	 1.738;
11,56;	 0.000;	 0.396;	-4.650;	 1.903;
11,58;	 0.000;	 0.396;	-4.332;	 1.353;
11,6;	 0.000;	 0.448;	-4.385;	 1.134;
11,62;	 0.000;	 0.604;	-4.757;	 1.628;
11,64;	 0.000;	 0.604;	-4.119;	 1.134;
11,66;	 0.000;	 0.604;	-4.279;	 1.243;
11,68;	 0.000;	 1.178;	-4.226;	 0.914;
11,7;	 0.000;	 0.343;	-4.544;	 1.518;
11,72;	 0.000;	 0.500;	-4.279;	 1.353;
11,74;	 0.000;	 0.656;	-4.491;	 1.518;
11,76;	 0.000;	 0.969;	-4.173;	 0.804;
11,78;	 0.000;	 0.396;	-4.810;	 1.408;
11,8;	 0.000;	 0.969;	-4.385;	 1.573;
11,82;	 0.000;	 0.500;	-4.544;	 1.463;
11,84;	 0.000;	 0.448;	-4.332;	 1.518;
11,86;	 0.000;	 0.709;	-4.385;	 1.628;
11,88;	 0.000;	 0.917;	-4.491;	 1.628;
11,9;	 0.000;	 0.709;	-4.119;	 1.243;
11,92;	 0.000;	 0.813;	-4.491;	 1.463;
11,94;	 0.000;	 0.917;	-3.854;	 1.134;
11,96;	 0.000;	 0.813;	-4.544;	 1.573;
11,98;	 0.000;	 0.813;	-4.650;	 1.298;
12;	 0.000;	 0.604;	-4.597;	 1.353;
12,02;	 0.000;	 0.709;	-4.385;	 1.134;
12,04;	 0.000;	 0.813;	-5.022;	 1.903;
12,06;	 0.000;	 1.387;	-4.173;	 1.298;
12,08;	 0.000;	 1.074;	-4.544;	 1.463;
12,1;	 0.000;	 1.178;	-4.332;	 1.353;
12,12;	 0.000;	 0.917;	-4.544;	 1.353;
12,14;	 0.000;	 0.865;	-4.757;	 1.353;
12,16;	 0.000;	 0.448;	-4.332;	 1.628;
12,18;	 0.000;	 0.761;	-4.385;	 1.353;
12,2;	 0.000;	 0.604;	-4.173;	 1.408;
12,22;	 0.000;	 0.604;	-4.385;	 1.573;
12,24;	 0.000;	 0.813;	-4.597;	 1.573;
12,26;	 0.000;	 0.917;	-3.695;	 1.079;
12,28;	 0.000;	 0.552;	-3.801;	 1.628;
12,3;	 0.000;	 0.709;	-4.119;	 1.298;
12,32;	 0.000;	 0.552;	-4.279;	 1.024;
12,34;	 0.000;	 0.969;	-4.438;	 1.628;
12,36;	 0.000;	 0.813;	-4.438;	 1.353;
12,38;	 0.000;	 0.813;	-4.810;	 1.408;
12,4;	 0.000;	 0.813;	-4.863;	 1.738;
12,42;	 0.000;	 0.761;	-4.597;	 1.134;
12,44;	 0.000;	 0.865;	-4.438;	 1.298;
12,46;	 0.000;	 0.552;	-4.438;	 1.518;
12,48;	 0.000;	 0.604;	-4.703;	 1.518;
12,5;	 0.000;	 0.552;	-4.438;	 1.848;
12,52;	 0.000;	 0.656;	-4.173;	 0.969;
12,54;	 0.000;	 0.604;	-4.385;	 1.793;
12,56;	 0.000;	 0.917;	-4.066;	 1.079;
12,58;	 0.000;	 0.865;	-4.173;	 1.079;
12,6;	 0.000;	 1.021;	-4.173;	 1.353;
12,62;	 0.000;	 0.813;	-4.491;	 1.134;
12,64;	 0.000;	 0.448;	-4.279;	 1.298;
12,66;	 0.000;	 0.813;	-4.863;	 1.573;
12,68;	 0.000;	 0.291;	-4.757;	 1.683;
12,7;	 0.000;	 0.552;	-4.385;	 1.353;
12,72;	 0.000;	 0.813;	-4.597;	 1.134;
12,74;	 0.000;	 1.074;	-3.907;	 1.134;
12,76;	 0.000;	 1.126;	-4.226;	 0.914;
12,78;	 0.000;	 0.396;	-4.810;	 1.573;
12,8;	 0.000;	 0.761;	-4.703;	 1.134;
12,82;	 0.000;	 0.604;	-4.597;	 1.408;
12,84;	 0.000;	 0.291;	-4.385;	 1.353;
12,86;	 0.000;	 0.917;	-4.226;	 1.408;
12,88;	 0.000;	 0.604;	-4.597;	 1.738;
12,9;	 0.000;	 0.761;	-4.491;	 1.243;
12,92;	 0.000;	 0.709;	-4.491;	 1.518;
12,94;	 0.000;	 0.604;	-4.226;	 1.573;
12,96;	 0.000;	 0.709;	-4.279;	 1.463;
12,98;	 0.000;	 0.917;	-4.066;	 1.079;
13;	 0.000;	 0.709;	-4.597;	 1.463;
13,02;	 0.000;	 0.969;	-4.438;	 1.408;
13,04;	 0.000;	 0.552;	-4.916;	 0.969;
13,06;	 0.000;	 0.865;	-4.491;	 0.804;
13,08;	 0.000;	 0.552;	-4.279;	 0.969;
13,1;	 0.000;	 0.604;	-4.544;	 1.298;
13,12;	 0.000;	 1.282;	-4.119;	 1.353;
13,14;	 0.000;	 0.865;	-4.597;	 1.573;
13,16;	 0.000;	 1.126;	-4.173;	 1.518;
13,18;	 0.000;	 0.396;	-4.597;	 2.068;
13,2;	 0.000;	 0.552;	-4.438;	 2.013;
13,22;	 0.000;	 0.917;	-4.119;	 1.463;
13,24;	 0.000;	 0.604;	-4.810;	 1.793;
13,26;	 0.000;	 0.761;	-4.226;	 1.573;
13,28;	 0.000;	 0.604;	-4.385;	 1.353;
13,3;	 0.000;	 0.813;	-4.438;	 0.914;
13,32;	 0.000;	 0.396;	-4.703;	 1.518;
13,34;	 0.000;	 0.813;	-4.226;	 1.134;
13,36;	 0.000;	 0.604;	-4.544;	 1.243;
13,38;	 0.000;	 0.813;	-4.863;	 1.573;
13,4;	 0.000;	 0.500;	-4.544;	 1.408;
13,42;	 0.000;	 1.021;	-4.544;	 1.298;
13,44;	 0.000;	 0.813;	-5.022;	 1.628;
13,46;	 0.000;	 0.865;	-4.757;	 1.573;
13,48;	 0.000;	 0.604;	-4.279;	 1.463;
13,5;	 0.000;	 0.396;	-4.650;	 1.683;
13,52;	 0.000;	 0.709;	-4.066;	 1.518;
13,54;	 0.000;	 0.656;	-4.438;	 1.683;
13,56;	 0.000;	 0.604;	-4.597;	 1.848;
13,58;	 0.000;	 0.813;	-4.385;	 1.463;
13,6;	 0.000;	 0.656;	-4.491;	 1.298;
13,62;	 0.000;	 0.500;	-4.863;	 1.628;
13,64;	 0.000;	 0.813;	-4.650;	 1.353;
13,66;	 0.000;	 0.761;	-4.597;	 1.134;
13,68;	 0.000;	 0.865;	-4.544;	 1.738;
13,7;	 0.000;	 1.178;	-4.066;	 0.804;
13,72;	 0.000;	 0.709;	-4.916;	 1.683;
13,74;	 0.000;	 0.917;	-4.544;	 1.243;
13,76;	 0.000;	 0.865;	-4.332;	 1.024;
13,78;	 0.000;	 0.656;	-5.128;	 1.903;
13,8;	 0.000;	 0.604;	-4.438;	 1.408;
13,82;	 0.000;	 0.969;	-4.173;	 1.188;
13,84;	 0.000;	 0.917;	-4.279;	 1.573;
13,86;	 0.000;	 0.865;	-4.279;	 1.463;
13,88;	 0.000;	 0.396;	-4.863;	 1.958;
13,9;	 0.000;	 0.917;	-3.854;	 1.024;
13,92;	 0.000;	 0.552;	-4.173;	 1.134;
13,94;	 0.000;	 0.500;	-4.385;	 1.353;
13,96;	 0.000;	 0.709;	-4.119;	 1.353;
13,98;	 0.000;	 0.761;	-4.597;	 1.353;
14;	 0.000;	 0.761;	-4.544;	 1.628;
14,02;	 0.000;	 0.500;	-4.438;	 1.134;
14,04;	 0.000;	 0.813;	-5.022;	 1.628;
14,06;	 0.000;	 1.282;	-4.119;	 1.024;
14,08;	 0.000;	 0.761;	-4.703;	 1.353;
14,1;	 0.000;	 1.021;	-4.597;	 1.518;
14,12;	 0.000;	 0.761;	-4.597;	 1.134;
14,14;	 0.000;	 0.709;	-4.385;	 1.243;
14,16;	 0.000;	 0.813;	-4.863;	 2.013;
14,18;	 0.000;	 0.865;	-4.385;	 1.518;
14,2;	 0.000;	 0.604;	-5.075;	 1.793;
14,22;	 0.000;	 0.604;	-4.438;	 1.848;
14,24;	 0.000;	 1.021;	-4.013;	 1.134;
14,26;	 0.000;	 0.604;	-4.013;	 1.243;
14,28;	 0.000;	 0.813;	-4.650;	 1.573;
14,3;	 0.000;	 0.865;	-4.279;	 1.079;
14,32;	 0.000;	 0.396;	-4.810;	 1.793;
14,34;	 0.000;	 0.813;	-4.438;	 1.134;
14,36;	 0.000;	 1.074;	-4.173;	 0.694;
14,38;	 0.000;	 0.813;	-4.597;	 1.573;
14,4;	 0.000;	 1.126;	-4.279;	 0.859;
14,42;	 0.000;	 0.969;	-4.438;	 1.353;
14,44;	 0.000;	 1.126;	-4.226;	 0.914;
14,46;	 0.000;	 0.604;	-4.810;	 1.793;
14,48;	 0.000;	 0.813;	-4.757;	 1.573;
14,5;	 0.000;	 0.865;	-3.907;	 1.793;
14,52;	 0.000;	 0.761;	-4.810;	 1.298;
14,54;	 0.000;	 0.604;	-4.597;	 1.683;
14,56;	 0.000;	 0.448;	-4.279;	 1.518;
14,58;	 0.000;	 0.291;	-4.438;	 1.573;
14,6;	 0.000;	 0.343;	-4.438;	 1.793;
14,62;	 0.000;	 0.604;	-4.491;	 1.243;
14,64;	 0.000;	 1.021;	-4.544;	 1.298;
14,66;	 0.000;	 0.656;	-4.544;	 1.298;
14,68;	 0.000;	 0.656;	-4.703;	 1.518;
14,7;	 0.000;	 1.126;	-4.385;	 1.188;
14,72;	 0.000;	 1.021;	-4.491;	 1.188;
14,74;	 0.000;	 0.604;	-4.703;	 1.573;
14,76;	 0.000;	 1.282;	-4.279;	 1.079;
14,78;	 0.000;	 0.656;	-4.757;	 1.738;
14,8;	 0.000;	 0.969;	-4.226;	 1.353;
14,82;	 0.000;	 0.709;	-4.703;	 1.903;
14,84;	 0.000;	 0.865;	-4.173;	 1.353;
14,86;	 0.000;	 0.656;	-4.279;	 1.573;
14,88;	 0.000;	 0.239;	-4.597;	 1.793;
14,9;	 0.000;	 1.021;	-4.173;	 1.353;
14,92;	 0.000;	 0.813;	-4.650;	 2.068;
14,94;	 0.000;	 0.448;	-4.332;	 1.738;
14,96;	 0.000;	 0.917;	-4.119;	 1.243;
14,98;	 0.000;	 0.865;	-4.119;	 1.298;
15;	 0.000;	 0.656;	-4.119;	 1.134;
15,02;	 0.000;	 1.074;	-4.332;	 1.518;
15,04;	 0.000;	 0.917;	-4.173;	 1.024;
15,06;	 0.000;	 0.917;	-4.226;	 1.188;
15,08;	 0.000;	 1.282;	-4.119;	 1.243;
15,1;	 0.000;	 1.282;	-4.066;	 1.024;
15,12;	 0.000;	 1.543;	-4.066;	 0.639;
15,14;	 0.000;	 0.917;	-4.279;	 1.024;
15,16;	 0.000;	 0.656;	-4.438;	 1.628;
15,18;	 0.000;	 1.126;	-4.013;	 1.134;
15,2;	 0.000;	 0.761;	-4.650;	 2.068;
15,22;	 0.000;	 1.126;	-4.119;	 1.024;
15,24;	 0.000;	 0.604;	-4.279;	 1.573;
15,26;	 0.000;	 0.656;	-4.119;	 1.353;
15,28;	 0.000;	 0.969;	-4.385;	 1.188;
15,3;	 0.000;	 0.343;	-4.650;	 1.628;
15,32;	 0.000;	 0.552;	-4.066;	 0.529;
15,34;	 0.000;	 0.500;	-4.757;	 1.408;
15,36;	 0.000;	 0.604;	-4.597;	 1.298;
15,38;	 0.000;	 0.604;	-4.650;	 1.408;
15,4;	 0.000;	 1.387;	-4.013;	 0.914;
15,42;	 0.000;	 1.282;	-4.279;	 1.024;
15,44;	 0.000;	 1.439;	-4.013;	 0.749;
15,46;	 0.000;	 0.761;	-4.650;	 1.573;
15,48;	 0.000;	 1.439;	-4.119;	 0.914;
15,5;	 0.000;	 0.865;	-4.332;	 1.298;
15,52;	 0.000;	 0.969;	-4.066;	 1.024;
15,54;	 0.000;	 0.969;	-4.013;	 1.408;
15,56;	 0.000;	 1.021;	-3.960;	 1.353;
15,58;	 0.000;	 0.813;	-4.279;	 0.969;
15,6;	 0.000;	 0.239;	-4.013;	 1.793;
15,62;	 0.000;	 0.813;	-4.385;	 0.914;
15,64;	 0.000;	 1.074;	-4.013;	 0.639;
15,66;	 0.000;	 0.500;	-4.279;	 0.859;
15,68;	 0.000;	 0.552;	-4.226;	 0.969;
15,7;	 0.000;	 0.709;	-4.597;	 0.694;
15,72;	 0.000;	 0.969;	-4.438;	 1.134;
15,74;	 0.000;	 1.074;	-4.491;	 1.134;
15,76;	 0.000;	 0.917;	-4.119;	 1.408;
15,78;	 0.000;	 0.656;	-4.119;	 1.298;
15,8;	 0.000;	 1.230;	-4.226;	 1.079;
15,82;	 0.000;	 0.813;	-4.385;	 1.188;
15,84;	 0.000;	 0.396;	-4.597;	 1.573;
15,86;	 0.000;	 1.021;	-4.491;	 1.024;
15,88;	 0.000;	 0.813;	-4.597;	 1.628;
15,9;	 0.000;	 1.178;	-4.013;	 1.408;
15,92;	 0.000;	 0.969;	-4.013;	 1.573;
15,94;	 0.000;	 0.865;	-4.013;	 1.353;
15,96;	 0.000;	 0.917;	-4.597;	 1.408;
15,98;	 0.000;	 1.021;	-3.907;	 0.804;
16;	 0.000;	 0.917;	-4.332;	 0.859;
16,02;	 0.000;	 0.604;	-4.544;	 1.134;
16,04;	 0.000;	 1.491;	-4.119;	 1.243;
16,06;	 0.000;	 1.178;	-4.544;	 1.079;
16,08;	 0.000;	 0.917;	-4.385;	 0.914;
16,1;	 0.000;	 0.917;	-4.438;	 0.529;
16,12;	 0.000;	 1.647;	-4.226;	 0.969;
16,14;	 0.000;	 1.074;	-4.226;	 1.243;
16,16;	 0.000;	 0.761;	-4.119;	 1.298;
16,18;	 0.000;	 0.604;	-4.385;	 2.068;
16,2;	 0.000;	 1.074;	-4.279;	 1.243;
16,22;	 0.000;	 0.969;	-4.279;	 1.408;
16,24;	 0.000;	 0.604;	-4.332;	 1.738;
16,26;	 0.000;	 0.604;	-4.597;	 1.408;
16,28;	 0.000;	 0.761;	-4.597;	 2.013;
16,3;	 0.000;	 1.021;	-4.119;	 1.188;
16,32;	 0.000;	 0.656;	-3.960;	 1.573;
16,34;	 0.000;	 1.334;	-3.907;	 0.859;
16,36;	 0.000;	 0.761;	-4.597;	 0.969;
16,38;	 0.000;	 1.074;	-4.279;	 1.243;
16,4;	 0.000;	 1.491;	-4.173;	 0.474;
16,42;	 0.000;	 1.021;	-4.491;	 0.804;
16,44;	 0.000;	 1.178;	-4.173;	 0.749;
16,46;	 0.000;	 1.178;	-4.013;	 1.573;
16,48;	 0.000;	 0.500;	-4.279;	 1.134;
16,5;	 0.000;	 1.282;	-4.066;	 1.353;
16,52;	 0.000;	 0.709;	-3.960;	 1.298;
16,54;	 0.000;	 0.656;	-3.960;	 1.573;
16,56;	 0.000;	 0.761;	-4.385;	 1.518;
16,58;	 0.000;	 0.813;	-4.757;	 1.793;
16,6;	 0.000;	 1.021;	-4.544;	 1.793;
16,62;	 0.000;	 0.604;	-5.075;	 1.903;
16,64;	 0.000;	 1.126;	-4.173;	 1.024;
16,66;	 0.000;	 0.448;	-4.438;	 1.628;
16,68;	 0.000;	 0.969;	-4.385;	 1.628;
16,7;	 0.000;	 1.178;	-4.491;	 1.463;
16,72;	 0.000;	 0.761;	-4.650;	 1.573;
16,74;	 0.000;	 1.334;	-4.119;	 1.079;
16,76;	 0.000;	 1.178;	-4.597;	 1.573;
16,78;	 0.000;	 1.074;	-4.173;	 1.188;
16,8;	 0.000;	 1.282;	-4.226;	 1.573;
16,82;	 0.000;	 0.969;	-4.597;	 1.628;
16,84;	 0.000;	 1.282;	-4.066;	 1.298;
16,86;	 0.000;	 0.656;	-4.544;	 1.738;
16,88;	 0.000;	 0.604;	-4.385;	 1.628;
16,9;	 0.000;	 1.178;	-4.279;	 1.024;
16,92;	 0.000;	 0.709;	-4.385;	 2.013;
16,94;	 0.000;	 1.074;	-4.385;	 1.298;
16,96;	 0.000;	 1.074;	-4.544;	 1.463;
16,98;	 0.000;	 0.969;	-4.385;	 1.573;
17;	 0.000;	 0.448;	-4.597;	 1.738;
17,02;	 0.000;	 0.761;	-4.703;	 1.243;
17,04;	 0.000;	 1.074;	-4.226;	 1.518;
17,06;	 0.000;	 1.178;	-4.385;	 1.134;
17,08;	 0.000;	 0.917;	-4.703;	 1.518;
17,1;	 0.000;	 0.969;	-4.385;	 1.188;
17,12;	 0.000;	 1.439;	-4.438;	 1.573;
17,14;	 0.000;	 0.865;	-4.066;	 1.079;
17,16;	 0.000;	 0.343;	-4.650;	 1.683;
17,18;	 0.000;	 1.021;	-4.544;	 1.518;
17,2;	 0.000;	 0.761;	-4.491;	 1.408;
17,22;	 0.000;	 0.865;	-4.385;	 1.628;
17,24;	 0.000;	 0.761;	-4.544;	 1.848;
17,26;	 0.000;	 0.969;	-4.597;	 1.628;
17,28;	 0.000;	 0.813;	-4.597;	 1.738;
17,3;	 0.000;	 1.021;	-4.438;	 1.683;
17,32;	 0.000;	 1.126;	-4.385;	 1.463;
17,34;	 0.000;	 1.282;	-4.119;	 1.408;
17,36;	 0.000;	 0.552;	-4.650;	 1.628;
17,38;	 0.000;	 0.604;	-4.650;	 1.079;
17,4;	 0.000;	 0.813;	-4.810;	 1.628;
17,42;	 0.000;	 1.230;	-4.597;	 1.243;
17,44;	 0.000;	 1.126;	-4.173;	 1.353;
17,46;	 0.000;	 0.813;	-4.757;	 1.738;
17,48;	 0.000;	 1.230;	-4.279;	 1.243;
17,5;	 0.000;	 1.021;	-4.597;	 1.793;
17,52;	 0.000;	 1.074;	-4.491;	 1.518;
17,54;	 0.000;	 0.813;	-4.491;	 2.013;
17,56;	 0.000;	 0.709;	-4.544;	 1.683;
17,58;	 0.000;	 0.917;	-4.332;	 1.353;
17,6;	 0.000;	 0.500;	-4.544;	 1.958;
17,62;	 0.000;	 0.969;	-4.173;	 1.188;
17,64;	 0.000;	 0.813;	-4.491;	 1.628;
17,66;	 0.000;	 1.178;	-4.438;	 1.408;
17,68;	 0.000;	 0.656;	-4.544;	 1.353;
17,7;	 0.000;	 0.917;	-4.491;	 1.903;
17,72;	 0.000;	 0.813;	-4.863;	 1.573;
17,74;	 0.000;	 1.178;	-4.491;	 1.408;
17,76;	 0.000;	 1.387;	-4.013;	 1.188;
17,78;	 0.000;	 1.439;	-4.544;	 1.353;
17,8;	 0.000;	 0.604;	-4.650;	 2.013;
17,82;	 0.000;	 1.074;	-4.226;	 1.298;
17,84;	 0.000;	 0.917;	-4.226;	 1.408;
17,86;	 0.000;	 0.604;	-4.544;	 1.958;
17,88;	 0.000;	 1.126;	-4.119;	 1.024;
17,9;	 0.000;	 1.021;	-4.385;	 1.793;
17,92;	 0.000;	 1.021;	-4.385;	 1.628;
17,94;	 0.000;	 0.761;	-4.279;	 1.628;
17,96;	 0.000;	 0.656;	-4.279;	 1.683;
17,98;	 0.000;	 0.865;	-4.385;	 1.518;
18;	 0.000;	 0.396;	-5.234;	 2.013;
18,02;	 0.000;	 0.656;	-4.544;	 1.134;
18,04;	 0.000;	 1.126;	-4.597;	 1.188;
18,06;	 0.000;	 1.334;	-4.119;	 1.024;
18,08;	 0.000;	 1.021;	-4.438;	 1.353;
18,1;	 0.000;	 1.334;	-4.119;	 1.243;
18,12;	 0.000;	 1.074;	-4.491;	 1.353;
18,14;	 0.000;	 0.969;	-4.226;	 1.573;
18,16;	 0.000;	 0.500;	-4.810;	 1.903;
18,18;	 0.000;	 0.969;	-4.385;	 1.188;
18,2;	 0.000;	 0.709;	-4.226;	 1.188;
18,22;	 0.000;	 0.761;	-4.597;	 1.573;
18,24;	 0.000;	 0.761;	-4.173;	 1.079;
18,26;	 0.000;	 0.813;	-4.810;	 1.848;
18,28;	 0.000;	 1.230;	-4.119;	 1.188;
18,3;	 0.000;	 0.813;	-4.757;	 1.518;
18,32;	 0.000;	 1.021;	-4.279;	 1.408;
18,34;	 0.000;	 0.813;	-4.385;	 1.188;
18,36;	 0.000;	 1.387;	-4.226;	 1.408;
18,38;	 0.000;	 1.439;	-4.173;	 1.024;
18,4;	 0.000;	 1.021;	-4.703;	 1.683;
18,42;	 0.000;	 1.334;	-4.119;	 1.024;
18,44;	 0.000;	 1.126;	-4.544;	 1.298;
18,46;	 0.000;	 0.917;	-4.385;	 1.188;
18,48;	 0.000;	 0.865;	-4.279;	 1.024;
18,5;	 0.000;	 0.813;	-4.969;	 2.177;
18,52;	 0.000;	 0.604;	-4.385;	 1.793;
18,54;	 0.000;	 0.917;	-4.438;	 1.353;
18,56;	 0.000;	 1.074;	-4.119;	 1.298;
18,58;	 0.000;	 1.074;	-3.748;	 1.408;
18,6;	 0.000;	 0.604;	-4.544;	 1.463;
18,62;	 0.000;	 0.813;	-4.491;	 1.463;
18,64;	 0.000;	 0.604;	-5.022;	 1.738;
18,66;	 0.000;	 1.126;	-4.491;	 1.298;
18,68;	 0.000;	 1.126;	-4.491;	 1.298;
18,7;	 0.000;	 0.656;	-4.438;	 1.353;
18,72;	 0.000;	 0.813;	-4.863;	 1.573;
18,74;	 0.000;	 0.604;	-4.810;	 1.573;
18,76;	 0.000;	 1.021;	-4.544;	 1.298;
18,78;	 0.000;	 0.917;	-4.650;	 1.298;
