16 Bit ADC acqisition competed 1.1.2010 at 3:08:32

Multichannel modes: 4 Channels;
Time resolution = 0,02 ms.;
Triger position = 2,56 ms.;
Samples before = 128 smpl.;  Samples after = 16256 smpl.;
Kv VHX = 5;
Kv VHY = 5;
Kv VHZ = 5;
Kv VCX, Kv VCY, Kv VCZ =  30;
Reference Channal = 1: REF

1 column: Dot, mSec;
2 column: REF, mV;
3 column: VHX, mT;
4 column: VHY, mT;
5 column: VHZ, mT;

0,02;	 0.000;	-0.804;	-4.650;	 2.177;
79,14;	 0.000;	-0.700;	-3.960;	 1.188;
79,16;	 0.000;	-1.065;	-3.907;	 1.518;
79,18;	 0.000;	-1.117;	-4.385;	 2.068;
79,2;	 0.000;	-0.543;	-4.013;	 1.298;
79,22;	 0.000;	-0.543;	-4.066;	 1.628;
79,24;	 0.000;	-0.647;	-4.173;	 1.408;
79,26;	 0.000;	-0.804;	-4.544;	 1.573;
79,28;	 0.000;	-0.700;	-3.960;	 1.353;
79,3;	 0.000;	-0.543;	-4.119;	 1.134;
79,32;	 0.000;	-0.543;	-4.173;	 1.188;
79,34;	 0.000;	-1.221;	-4.173;	 1.793;
79,36;	 0.000;	-0.908;	-4.226;	 1.848;
79,38;	 0.000;	-1.012;	-3.960;	 1.573;
79,4;	 0.000;	-0.700;	-3.058;	 1.079;
79,42;	 0.000;	-0.700;	-3.801;	 1.188;
79,44;	 0.000;	-0.647;	-3.960;	 2.013;
79,46;	 0.000;	-0.908;	-4.438;	 2.013;
79,48;	 0.000;	-1.325;	-3.907;	 1.903;
79,5;	 0.000;	-1.012;	-4.119;	 1.298;
79,52;	 0.000;	-0.856;	-4.438;	 1.628;
79,54;	 0.000;	-0.647;	-4.173;	 1.243;
79,56;	 0.000;	-0.439;	-4.332;	 1.793;
79,58;	 0.000;	-0.856;	-4.597;	 1.408;
79,6;	 0.000;	-0.491;	-3.854;	 1.134;
79,62;	 0.000;	-0.856;	-4.863;	 2.068;
79,64;	 0.000;	-0.282;	-3.801;	 1.243;
79,66;	 0.000;	-0.543;	-3.960;	 1.243;
79,68;	 0.000;	-0.856;	-4.544;	 1.408;
79,7;	 0.000;	-0.752;	-3.854;	 1.518;
79,72;	 0.000;	-0.752;	-4.226;	 1.903;
79,74;	 0.000;	-1.169;	-4.279;	 2.013;
79,76;	 0.000;	-0.960;	-4.066;	 1.793;
79,78;	 0.000;	-0.700;	-3.642;	 1.243;
79,8;	 0.000;	-1.117;	-4.013;	 1.848;
79,82;	 0.000;	-0.491;	-3.907;	 1.353;
79,84;	 0.000;	-1.012;	-4.385;	 1.518;
79,86;	 0.000;	-0.543;	-3.801;	 1.188;
79,88;	 0.000;	-0.908;	-4.438;	 2.013;
79,9;	 0.000;	-0.856;	-4.544;	 1.408;
79,92;	 0.000;	-0.647;	-3.960;	 1.573;
79,94;	 0.000;	-0.700;	-4.226;	 1.738;
79,96;	 0.000;	-0.543;	-4.332;	 1.463;
79,98;	 0.000;	-0.647;	-4.173;	 1.408;
80;	 0.000;	-0.700;	-4.226;	 1.848;
80,02;	 0.000;	-0.700;	-4.013;	 1.738;
80,04;	 0.000;	-0.700;	-3.429;	 1.024;
80,06;	 0.000;	-0.908;	-4.544;	 2.068;
80,08;	 0.000;	-0.595;	-3.642;	 1.463;
80,1;	 0.000;	-0.856;	-4.438;	 1.848;
80,12;	 0.000;	-0.595;	-3.642;	 1.188;
80,14;	 0.000;	-1.273;	-4.173;	 2.068;
80,16;	 0.000;	-1.117;	-3.801;	 1.683;
80,18;	 0.000;	-0.543;	-4.173;	 1.408;
80,2;	 0.000;	-0.752;	-4.650;	 1.683;
80,22;	 0.000;	-0.856;	-4.279;	 1.463;
80,24;	 0.000;	-0.647;	-4.226;	 1.134;
80,26;	 0.000;	-0.700;	-3.960;	 1.628;
80,28;	 0.000;	-0.647;	-4.173;	 1.243;
80,3;	 0.000;	-0.752;	-3.907;	 1.243;
80,32;	 0.000;	-1.065;	-4.544;	 1.793;
80,34;	 0.000;	-1.273;	-4.279;	 1.518;
80,36;	 0.000;	-0.856;	-4.597;	 1.738;
80,38;	 0.000;	-1.221;	-4.385;	 2.013;
80,4;	 0.000;	-0.960;	-3.801;	 1.408;
80,42;	 0.000;	-1.065;	-4.173;	 1.903;
80,44;	 0.000;	-0.595;	-3.642;	 1.463;
80,46;	 0.000;	-1.117;	-4.119;	 2.123;
80,48;	 0.000;	-1.065;	-4.226;	 1.573;
80,5;	 0.000;	-1.065;	-4.173;	 1.903;
80,52;	 0.000;	-0.960;	-4.226;	 1.848;
80,54;	 0.000;	-0.856;	-4.597;	 1.848;
80,56;	 0.000;	-0.595;	-4.279;	 1.298;
80,58;	 0.000;	-0.908;	-4.279;	 1.408;
80,6;	 0.000;	-0.960;	-4.491;	 1.518;
80,62;	 0.000;	-0.491;	-4.438;	 1.573;
80,64;	 0.000;	-0.752;	-3.960;	 1.079;
80,66;	 0.000;	-0.439;	-4.013;	 1.408;
80,68;	 0.000;	-0.908;	-4.226;	 1.848;
80,7;	 0.000;	-0.647;	-3.960;	 2.013;
80,72;	 0.000;	-1.065;	-4.173;	 1.628;
80,74;	 0.000;	-0.960;	-4.226;	 1.903;
80,76;	 0.000;	-1.273;	-4.597;	 2.232;
80,78;	 0.000;	-0.700;	-3.960;	 1.573;
80,8;	 0.000;	-0.960;	-3.960;	 1.628;
80,82;	 0.000;	-1.378;	-4.173;	 1.573;
80,84;	 0.000;	-0.595;	-3.854;	 1.463;
80,86;	 0.000;	-0.908;	-4.226;	 1.683;
80,88;	 0.000;	-1.065;	-4.385;	 1.958;
80,9;	 0.000;	-0.856;	-4.385;	 1.628;
80,92;	 0.000;	-0.647;	-4.332;	 1.188;
80,94;	 0.000;	-0.439;	-4.066;	 1.628;
80,96;	 0.000;	-0.804;	-4.066;	 1.463;
80,98;	 0.000;	-0.543;	-4.173;	 1.353;
81;	 0.000;	-1.065;	-4.173;	 1.738;
81,02;	 0.000;	-1.325;	-4.438;	 2.177;
81,04;	 0.000;	-0.700;	-3.854;	 1.573;
81,06;	 0.000;	-1.012;	-4.544;	 1.903;
81,08;	 0.000;	-1.117;	-4.013;	 1.793;
81,1;	 0.000;	-0.752;	-3.695;	 1.683;
81,12;	 0.000;	-0.960;	-4.173;	 1.738;
81,14;	 0.000;	-0.908;	-4.597;	 2.013;
81,16;	 0.000;	-0.647;	-3.960;	 1.793;
81,18;	 0.000;	-0.647;	-4.066;	 1.518;
81,2;	 0.000;	-0.804;	-4.173;	 1.463;
81,22;	 0.000;	-0.752;	-4.279;	 1.628;
81,24;	 0.000;	-1.221;	-4.226;	 1.463;
81,26;	 0.000;	-0.700;	-4.013;	 1.683;
81,28;	 0.000;	-0.387;	-4.279;	 0.914;
81,3;	 0.000;	-0.856;	-4.385;	 1.793;
81,32;	 0.000;	-0.230;	-3.960;	 1.628;
81,34;	 0.000;	-0.804;	-3.907;	 1.903;
81,36;	 0.000;	-0.856;	-4.597;	 2.013;
81,38;	 0.000;	-0.856;	-4.226;	 1.793;
81,4;	 0.000;	-1.273;	-4.385;	 2.013;
81,42;	 0.000;	-0.700;	-3.748;	 1.134;
81,44;	 0.000;	-0.595;	-3.642;	 1.243;
81,46;	 0.000;	-1.273;	-4.544;	 1.848;
81,48;	 0.000;	-0.908;	-4.226;	 2.013;
81,5;	 0.000;	-0.752;	-3.854;	 1.628;
81,52;	 0.000;	-0.960;	-4.279;	 1.683;
81,54;	 0.000;	-0.439;	-4.279;	 1.188;
81,56;	 0.000;	-0.439;	-4.173;	 1.573;
81,58;	 0.000;	-0.491;	-3.960;	 1.188;
81,6;	 0.000;	-0.282;	-4.066;	 1.024;
81,62;	 0.000;	-0.856;	-4.279;	 1.243;
81,64;	 0.000;	-0.700;	-3.695;	 1.024;
81,66;	 0.000;	-0.908;	-4.544;	 1.793;
81,68;	 0.000;	-0.543;	-3.854;	 1.793;
81,7;	 0.000;	-1.065;	-4.226;	 1.738;
81,72;	 0.000;	-0.647;	-4.173;	 1.848;
81,74;	 0.000;	-0.700;	-3.960;	 1.848;
81,76;	 0.000;	-0.595;	-3.642;	 1.463;
81,78;	 0.000;	-0.647;	-4.013;	 1.628;
81,8;	 0.000;	-1.117;	-3.482;	 1.134;
81,82;	 0.000;	-1.221;	-4.173;	 1.738;
81,84;	 0.000;	-0.647;	-3.907;	 1.298;
81,86;	 0.000;	-0.647;	-4.066;	 1.408;
81,88;	 0.000;	-1.117;	-4.173;	 1.463;
81,9;	 0.000;	-0.700;	-4.226;	 1.628;
81,92;	 0.000;	-0.595;	-3.854;	 1.463;
81,94;	 0.000;	-0.282;	-3.960;	 1.188;
81,96;	 0.000;	-0.700;	-4.013;	 1.463;
81,98;	 0.000;	-0.543;	-3.801;	 1.134;
82;	 0.000;	-0.543;	-4.066;	 1.518;
82,02;	 0.000;	-0.804;	-4.066;	 1.463;
82,04;	 0.000;	-0.700;	-3.960;	 1.408;
82,06;	 0.000;	-0.752;	-3.907;	 1.463;
82,08;	 0.000;	-1.273;	-4.385;	 2.013;
82,1;	 0.000;	-0.908;	-4.438;	 2.013;
82,12;	 0.000;	-1.012;	-4.332;	 1.793;
82,14;	 0.000;	-0.908;	-3.907;	 1.298;
82,16;	 0.000;	-0.752;	-4.066;	 1.518;
82,18;	 0.000;	-0.700;	-4.066;	 1.463;
82,2;	 0.000;	-0.647;	-4.066;	 1.518;
82,22;	 0.000;	-0.856;	-4.757;	 1.958;
82,24;	 0.000;	-0.908;	-3.960;	 1.079;
82,26;	 0.000;	-1.117;	-4.597;	 1.628;
82,28;	 0.000;	-0.752;	-4.173;	 1.298;
82,3;	 0.000;	-1.273;	-4.597;	 2.177;
82,32;	 0.000;	-1.117;	-4.013;	 1.353;
82,34;	 0.000;	-0.543;	-4.119;	 1.683;
82,36;	 0.000;	-1.117;	-4.544;	 1.848;
82,38;	 0.000;	-1.065;	-4.173;	 1.573;
82,4;	 0.000;	-1.012;	-4.119;	 1.848;
82,42;	 0.000;	-1.065;	-3.854;	 1.353;
82,44;	 0.000;	-1.117;	-4.119;	 1.573;
82,46;	 0.000;	-1.012;	-4.332;	 1.958;
82,48;	 0.000;	-0.700;	-3.695;	 1.188;
82,5;	 0.000;	-0.491;	-4.013;	 1.353;
82,52;	 0.000;	-1.065;	-4.013;	 1.353;
82,54;	 0.000;	-1.012;	-4.332;	 1.353;
82,56;	 0.000;	-0.439;	-4.279;	 0.969;
82,58;	 0.000;	-0.908;	-4.597;	 1.243;
82,6;	 0.000;	-0.439;	-4.173;	 1.408;
82,62;	 0.000;	-1.012;	-4.544;	 1.518;
82,64;	 0.000;	-0.074;	-3.642;	 0.749;
82,66;	 0.000;	-0.700;	-3.907;	 1.408;
82,68;	 0.000;	-0.700;	-4.332;	 1.738;
82,7;	 0.000;	-0.804;	-4.597;	 2.013;
82,72;	 0.000;	-0.491;	-3.960;	 1.188;
82,74;	 0.000;	-0.908;	-4.066;	 1.793;
82,76;	 0.000;	-1.325;	-4.173;	 1.573;
82,78;	 0.000;	-0.960;	-4.013;	 1.408;
82,8;	 0.000;	-0.804;	-4.491;	 1.628;
82,82;	 0.000;	-1.221;	-4.491;	 2.397;
82,84;	 0.000;	-0.804;	-4.438;	 2.068;
82,86;	 0.000;	-0.647;	-3.801;	 1.628;
82,88;	 0.000;	-0.543;	-4.332;	 1.683;
82,9;	 0.000;	-0.752;	-4.066;	 1.628;
82,92;	 0.000;	-0.752;	-4.173;	 1.298;
82,94;	 0.000;	-0.543;	-4.332;	 1.463;
82,96;	 0.000;	-0.804;	-3.854;	 1.463;
82,98;	 0.000;	-0.700;	-4.385;	 1.848;
83;	 0.000;	-0.387;	-4.119;	 1.903;
83,02;	 0.000;	-0.543;	-4.385;	 1.958;
83,04;	 0.000;	-0.700;	-4.226;	 1.903;
83,06;	 0.000;	-0.647;	-4.226;	 2.013;
83,08;	 0.000;	-0.439;	-4.066;	 1.463;
83,1;	 0.000;	-0.543;	-3.907;	 1.738;
83,12;	 0.000;	-0.856;	-4.013;	 1.408;
83,14;	 0.000;	-0.804;	-3.907;	 1.353;
83,16;	 0.000;	-0.387;	-3.642;	 1.463;
83,18;	 0.000;	-0.595;	-4.279;	 1.463;
83,2;	 0.000;	-1.378;	-4.119;	 1.628;
83,22;	 0.000;	-0.804;	-4.332;	 1.463;
83,24;	 0.000;	-0.908;	-4.385;	 1.408;
83,26;	 0.000;	-0.387;	-3.642;	 1.024;
83,28;	 0.000;	-0.752;	-4.066;	 1.903;
83,3;	 0.000;	-1.012;	-3.960;	 1.298;
83,32;	 0.000;	-0.543;	-4.544;	 1.903;
83,34;	 0.000;	-1.117;	-4.013;	 1.573;
83,36;	 0.000;	-0.908;	-4.226;	 1.903;
83,38;	 0.000;	-0.752;	-4.066;	 1.848;
83,4;	 0.000;	-0.647;	-4.385;	 1.738;
83,42;	 0.000;	-0.387;	-3.907;	 1.463;
83,44;	 0.000;	-0.647;	-4.226;	 1.793;
83,46;	 0.000;	-1.221;	-4.119;	 1.903;
83,48;	 0.000;	-0.804;	-4.066;	 1.738;
83,5;	 0.000;	-0.595;	-3.907;	 1.738;
83,52;	 0.000;	-0.595;	-4.013;	 1.463;
83,54;	 0.000;	-0.647;	-4.385;	 2.013;
83,56;	 0.000;	-0.804;	-4.385;	 1.518;
83,58;	 0.000;	-0.647;	-4.597;	 1.628;
83,6;	 0.000;	-0.647;	-4.650;	 1.573;
83,62;	 0.000;	-0.543;	-4.226;	 1.353;
83,64;	 0.000;	-0.491;	-4.279;	 1.463;
83,66;	 0.000;	-0.387;	-4.332;	 1.573;
83,68;	 0.000;	-0.752;	-4.438;	 1.958;
83,7;	 0.000;	-0.595;	-4.173;	 1.628;
83,72;	 0.000;	-1.325;	-4.385;	 2.232;
83,74;	 0.000;	-0.908;	-4.173;	 2.068;
83,76;	 0.000;	-1.273;	-3.960;	 1.683;
83,78;	 0.000;	-0.856;	-4.226;	 1.848;
83,8;	 0.000;	-0.752;	-3.854;	 1.738;
83,82;	 0.000;	-0.700;	-3.960;	 1.573;
83,84;	 0.000;	-0.595;	-4.491;	 2.013;
83,86;	 0.000;	-0.595;	-4.013;	 1.683;
83,88;	 0.000;	-1.169;	-4.757;	 1.738;
83,9;	 0.000;	-0.491;	-4.279;	 1.408;
83,92;	 0.000;	-0.595;	-4.173;	 1.298;
83,94;	 0.000;	-0.700;	-4.385;	 1.793;
83,96;	 0.000;	-0.491;	-4.332;	 1.573;
83,98;	 0.000;	-1.012;	-4.597;	 1.958;
84;	 0.000;	-0.647;	-4.650;	 2.232;
84,02;	 0.000;	-1.169;	-4.173;	 1.848;
84,04;	 0.000;	-1.221;	-4.491;	 1.903;
84,06;	 0.000;	-0.804;	-3.854;	 1.738;
84,08;	 0.000;	-0.543;	-4.544;	 2.013;
84,1;	 0.000;	-0.595;	-4.226;	 1.573;
84,12;	 0.000;	-1.012;	-4.013;	 1.738;
84,14;	 0.000;	-1.065;	-4.119;	 1.573;
84,16;	 0.000;	-0.908;	-4.226;	 2.068;
84,18;	 0.000;	-0.387;	-3.588;	 1.243;
84,2;	 0.000;	-0.960;	-4.438;	 1.628;
84,22;	 0.000;	-0.543;	-4.173;	 1.243;
84,24;	 0.000;	-1.117;	-4.385;	 1.518;
84,26;	 0.000;	-0.647;	-4.066;	 1.683;
84,28;	 0.000;	-0.647;	-4.385;	 1.408;
84,3;	 0.000;	-0.647;	-4.066;	 1.188;
84,32;	 0.000;	-0.387;	-4.332;	 1.298;
84,34;	 0.000;	-0.334;	-4.119;	 1.518;
84,36;	 0.000;	-0.647;	-4.173;	 1.573;
84,38;	 0.000;	-0.543;	-3.854;	 1.903;
84,4;	 0.000;	-1.169;	-4.173;	 2.013;
84,42;	 0.000;	-0.647;	-3.907;	 1.683;
84,44;	 0.000;	-0.908;	-4.173;	 1.628;
84,46;	 0.000;	-0.752;	-4.066;	 1.848;
84,48;	 0.000;	-0.856;	-3.960;	 1.793;
84,5;	 0.000;	-0.804;	-4.066;	 1.298;
84,52;	 0.000;	-0.647;	-4.226;	 1.628;
84,54;	 0.000;	-0.647;	-4.013;	 1.628;
84,56;	 0.000;	-0.543;	-4.226;	 1.188;
84,58;	 0.000;	-0.387;	-4.066;	 1.518;
84,6;	 0.000;	-0.491;	-4.066;	 1.408;
84,62;	 0.000;	-0.282;	-4.119;	 1.408;
84,64;	 0.000;	-0.387;	-3.960;	 1.134;
84,66;	 0.000;	-0.700;	-4.385;	 1.573;
84,68;	 0.000;	-0.752;	-4.279;	 2.013;
84,7;	 0.000;	-1.169;	-4.173;	 1.958;
84,72;	 0.000;	-1.273;	-4.650;	 1.958;
84,74;	 0.000;	-0.647;	-4.173;	 1.793;
84,76;	 0.000;	-0.491;	-3.960;	 1.408;
84,78;	 0.000;	-0.543;	-4.173;	 1.298;
84,8;	 0.000;	-0.700;	-4.173;	 1.848;
84,82;	 0.000;	-0.960;	-4.279;	 2.123;
84,84;	 0.000;	-1.012;	-3.270;	 1.079;
84,86;	 0.000;	-0.647;	-4.173;	 1.353;
84,88;	 0.000;	-0.804;	-4.279;	 1.243;
84,9;	 0.000;	-0.647;	-4.385;	 1.408;
84,92;	 0.000;	-0.700;	-4.119;	 1.958;
84,94;	 0.000;	-0.230;	-4.173;	 1.298;
84,96;	 0.000;	-0.647;	-4.173;	 1.573;
84,98;	 0.000;	-0.230;	-3.960;	 1.353;
85;	 0.000;	-0.752;	-4.066;	 1.683;
85,02;	 0.000;	-0.752;	-4.438;	 1.683;
85,04;	 0.000;	-0.960;	-4.332;	 1.903;
85,06;	 0.000;	-1.273;	-4.438;	 1.793;
85,08;	 0.000;	-1.221;	-3.907;	 1.903;
85,1;	 0.000;	-0.804;	-4.066;	 1.738;
85,12;	 0.000;	-1.169;	-3.960;	 1.738;
85,14;	 0.000;	-1.012;	-4.013;	 1.683;
85,16;	 0.000;	-0.856;	-4.438;	 1.793;
85,18;	 0.000;	-0.856;	-4.703;	 1.903;
85,2;	 0.000;	-0.543;	-3.429;	 1.024;
85,22;	 0.000;	-1.012;	-4.544;	 1.738;
85,24;	 0.000;	-0.595;	-4.332;	 1.408;
85,26;	 0.000;	-0.334;	-3.907;	 1.243;
85,28;	 0.000;	-0.387;	-4.173;	 1.958;
85,3;	 0.000;	-0.700;	-4.066;	 1.353;
85,32;	 0.000;	-0.595;	-4.332;	 1.573;
85,34;	 0.000;	-0.960;	-4.066;	 1.628;
85,36;	 0.000;	-0.804;	-4.066;	 1.573;
85,38;	 0.000;	-0.856;	-4.597;	 2.013;
85,4;	 0.000;	-0.804;	-4.173;	 1.628;
85,42;	 0.000;	-0.908;	-4.385;	 1.628;
85,44;	 0.000;	-0.856;	-4.385;	 1.848;
85,46;	 0.000;	-1.065;	-3.535;	 1.573;
85,48;	 0.000;	-0.700;	-4.066;	 1.738;
85,5;	 0.000;	-0.908;	-3.960;	 1.683;
85,52;	 0.000;	-0.595;	-4.385;	 1.738;
85,54;	 0.000;	-0.387;	-4.173;	 1.188;
85,56;	 0.000;	-0.752;	-4.544;	 1.573;
85,58;	 0.000;	-0.595;	-4.013;	 1.243;
85,6;	 0.000;	-0.856;	-4.810;	 1.958;
85,62;	 0.000;	-0.230;	-4.119;	 1.463;
85,64;	 0.000;	-0.595;	-4.173;	 1.903;
85,66;	 0.000;	-0.960;	-4.757;	 2.287;
85,68;	 0.000;	-0.647;	-3.960;	 1.848;
85,7;	 0.000;	-0.543;	-4.066;	 1.518;
85,72;	 0.000;	-1.065;	-4.332;	 2.013;
85,74;	 0.000;	-1.638;	-4.013;	 1.958;
85,76;	 0.000;	-1.012;	-3.960;	 1.683;
85,78;	 0.000;	-1.012;	-3.854;	 1.738;
85,8;	 0.000;	-1.065;	-4.226;	 1.628;
85,82;	 0.000;	-0.752;	-3.907;	 1.298;
85,84;	 0.000;	-0.908;	-4.066;	 1.463;
85,86;	 0.000;	-0.804;	-4.066;	 1.573;
85,88;	 0.000;	-0.543;	-4.332;	 1.573;
85,9;	 0.000;	-0.647;	-4.173;	 1.408;
85,92;	 0.000;	-0.700;	-4.332;	 1.573;
85,94;	 0.000;	-0.752;	-4.279;	 1.683;
85,96;	 0.000;	-0.543;	-4.226;	 1.188;
85,98;	 0.000;	-0.856;	-4.544;	 1.738;
86;	 0.000;	-0.700;	-3.482;	 1.243;
86,02;	 0.000;	-0.908;	-4.013;	 2.013;
86,04;	 0.000;	-0.960;	-4.491;	 2.068;
86,06;	 0.000;	-0.856;	-4.332;	 2.013;
86,08;	 0.000;	-0.804;	-3.854;	 1.298;
86,1;	 0.000;	-1.273;	-4.491;	 2.232;
86,12;	 0.000;	-0.908;	-3.960;	 1.353;
86,14;	 0.000;	-0.647;	-4.013;	 1.463;
86,16;	 0.000;	-1.012;	-3.854;	 1.573;
86,18;	 0.000;	-0.700;	-4.173;	 1.628;
86,2;	 0.000;	-0.804;	-4.491;	 1.243;
86,22;	 0.000;	-0.647;	-4.544;	 1.683;
86,24;	 0.000;	-0.595;	-4.119;	 1.298;
86,26;	 0.000;	-0.230;	-4.173;	 1.738;
86,28;	 0.000;	-0.595;	-4.013;	 1.298;
86,3;	 0.000;	-0.491;	-4.119;	 1.518;
86,32;	 0.000;	-0.700;	-4.597;	 2.232;
86,34;	 0.000;	-0.804;	-4.173;	 1.738;
86,36;	 0.000;	-0.908;	-4.703;	 1.463;
86,38;	 0.000;	-1.117;	-3.748;	 1.573;
86,4;	 0.000;	-1.273;	-4.013;	 1.573;
86,42;	 0.000;	-1.117;	-4.491;	 1.793;
86,44;	 0.000;	-0.752;	-4.013;	 1.628;
86,46;	 0.000;	-0.647;	-3.960;	 1.958;
86,48;	 0.000;	-1.169;	-4.332;	 1.903;
86,5;	 0.000;	-0.700;	-4.438;	 1.958;
86,52;	 0.000;	-0.595;	-4.226;	 1.298;
86,54;	 0.000;	-0.856;	-4.438;	 1.408;
86,56;	 0.000;	-0.387;	-3.482;	 1.353;
86,58;	 0.000;	-0.543;	-4.279;	 1.738;
86,6;	 0.000;	-0.439;	-4.491;	 1.958;
86,62;	 0.000;	-0.804;	-4.332;	 1.793;
86,64;	 0.000;	-0.647;	-4.173;	 1.738;
86,66;	 0.000;	-0.543;	-4.332;	 1.683;
86,68;	 0.000;	-0.804;	-3.960;	 1.408;
86,7;	 0.000;	-0.700;	-4.066;	 1.793;
86,72;	 0.000;	-1.325;	-4.385;	 1.848;
86,74;	 0.000;	-1.065;	-3.801;	 1.628;
86,76;	 0.000;	-0.491;	-3.854;	 1.188;
86,78;	 0.000;	-0.647;	-4.013;	 1.848;
86,8;	 0.000;	-0.647;	-3.907;	 1.738;
86,82;	 0.000;	-0.595;	-3.801;	 1.518;
86,84;	 0.000;	-0.700;	-4.597;	 1.408;
86,86;	 0.000;	-0.804;	-4.491;	 1.408;
86,88;	 0.000;	-0.439;	-4.226;	 1.353;
86,9;	 0.000;	-0.439;	-4.226;	 1.353;
86,92;	 0.000;	-0.334;	-3.960;	 1.243;
86,94;	 0.000;	-0.543;	-4.279;	 1.573;
86,96;	 0.000;	-0.752;	-4.066;	 1.518;
86,98;	 0.000;	-0.282;	-4.013;	 1.683;
87;	 0.000;	-0.491;	-3.960;	 1.463;
87,02;	 0.000;	-0.752;	-4.491;	 2.123;
87,04;	 0.000;	-0.908;	-4.279;	 1.408;
87,06;	 0.000;	-0.700;	-4.013;	 1.793;
87,08;	 0.000;	-0.543;	-4.438;	 1.738;
87,1;	 0.000;	-0.804;	-3.907;	 1.518;
87,12;	 0.000;	-0.908;	-4.173;	 1.848;
87,14;	 0.000;	-1.065;	-4.226;	 1.573;
87,16;	 0.000;	-1.065;	-4.066;	 1.353;
87,18;	 0.000;	-1.169;	-4.385;	 1.738;
87,2;	 0.000;	-0.752;	-4.332;	 1.518;
87,22;	 0.000;	-0.908;	-4.385;	 1.353;
87,24;	 0.000;	-1.065;	-3.960;	 1.188;
87,26;	 0.000;	-0.543;	-3.854;	 1.683;
87,28;	 0.000;	-0.856;	-4.650;	 1.188;
87,3;	 0.000;	-0.439;	-4.173;	 1.298;
87,32;	 0.000;	-0.595;	-4.279;	 1.243;
87,34;	 0.000;	-1.430;	-3.588;	 1.408;
87,36;	 0.000;	-0.439;	-4.173;	 1.408;
87,38;	 0.000;	-1.325;	-3.748;	 1.079;
87,4;	 0.000;	-1.273;	-4.597;	 1.958;
87,42;	 0.000;	-0.700;	-3.854;	 1.353;
87,44;	 0.000;	-1.273;	-4.597;	 2.068;
87,46;	 0.000;	-1.065;	-4.173;	 1.738;
87,48;	 0.000;	-0.752;	-3.854;	 1.683;
87,5;	 0.000;	-0.908;	-4.438;	 1.298;
87,52;	 0.000;	-1.012;	-4.332;	 1.738;
87,54;	 0.000;	-0.595;	-4.226;	 1.298;
87,56;	 0.000;	-0.804;	-4.810;	 1.518;
87,58;	 0.000;	-0.700;	-4.385;	 1.353;
87,6;	 0.000;	-0.439;	-4.173;	 1.573;
87,62;	 0.000;	-0.700;	-4.491;	 0.969;
87,64;	 0.000;	-0.700;	-4.332;	 1.518;
87,66;	 0.000;	-0.647;	-4.491;	 1.793;
87,68;	 0.000;	-0.856;	-4.703;	 1.628;
87,7;	 0.000;	-0.856;	-4.438;	 1.683;
87,72;	 0.000;	-0.856;	-4.438;	 1.793;
87,74;	 0.000;	-0.960;	-3.960;	 1.518;
87,76;	 0.000;	-1.169;	-4.173;	 1.738;
87,78;	 0.000;	-0.543;	-3.907;	 1.518;
87,8;	 0.000;	-1.482;	-4.597;	 2.013;
87,82;	 0.000;	-1.273;	-4.757;	 1.958;
87,84;	 0.000;	-0.491;	-3.907;	 1.243;
87,86;	 0.000;	-0.647;	-4.173;	 1.134;
87,88;	 0.000;	-0.491;	-4.438;	 1.628;
87,9;	 0.000;	-0.439;	-4.491;	 1.683;
87,92;	 0.000;	-0.178;	-4.066;	 1.243;
87,94;	 0.000;	-0.387;	-3.960;	 1.298;
87,96;	 0.000;	-0.387;	-3.854;	 1.079;
87,98;	 0.000;	-0.856;	-4.279;	 1.628;
88;	 0.000;	-1.273;	-4.173;	 2.013;
88,02;	 0.000;	-0.387;	-4.119;	 1.518;
88,04;	 0.000;	-0.752;	-3.376;	 0.969;
88,06;	 0.000;	-0.908;	-4.438;	 1.628;
88,08;	 0.000;	-1.065;	-4.173;	 2.013;
88,1;	 0.000;	-0.960;	-3.960;	 1.518;
88,12;	 0.000;	-1.273;	-4.385;	 1.958;
88,14;	 0.000;	-1.430;	-4.119;	 1.958;
88,16;	 0.000;	-0.804;	-4.173;	 1.573;
88,18;	 0.000;	-0.856;	-4.332;	 1.628;
88,2;	 0.000;	-1.012;	-4.119;	 1.298;
88,22;	 0.000;	-1.012;	-4.332;	 1.848;
88,24;	 0.000;	-0.856;	-4.810;	 2.068;
88,26;	 0.000;	-0.491;	-4.226;	 1.188;
88,28;	 0.000;	-0.178;	-4.119;	 1.683;
88,3;	 0.000;	-0.178;	-4.279;	 1.903;
88,32;	 0.000;	-0.387;	-3.960;	 1.188;
88,34;	 0.000;	-1.325;	-3.960;	 2.013;
88,36;	 0.000;	-0.334;	-3.642;	 1.738;
88,38;	 0.000;	-0.647;	-3.801;	 1.573;
88,4;	 0.000;	-0.752;	-4.279;	 1.903;
88,42;	 0.000;	-0.595;	-3.960;	 1.793;
88,44;	 0.000;	-0.752;	-4.013;	 1.683;
88,46;	 0.000;	-0.960;	-4.491;	 1.958;
88,48;	 0.000;	-1.012;	-3.907;	 1.738;
88,5;	 0.000;	-0.491;	-3.907;	 1.353;
88,52;	 0.000;	-1.065;	-4.279;	 1.683;
88,54;	 0.000;	-0.439;	-4.385;	 1.353;
88,56;	 0.000;	-0.647;	-4.226;	 1.188;
88,58;	 0.000;	-0.647;	-4.332;	 1.134;
88,6;	 0.000;	-0.282;	-4.173;	 1.518;
